station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at,station_phone,owner_type,federal_agency,open_date,cards_accepted,bd_blends,groups_with_access_code,hydrogen_standards,maximum_vehicle_class,country,intersection_directions,plus4
2600 W. OLIVE STATION 2,2600 W Olive Ave,Burbank,CA,91505,34.159656,-118.330332,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T01:04:37Z,888-758-4389,,,2022-05-13,,,Public,,,US,,
TBS CHARGERS STATION 01,3000 W Alameda Ave,Burbank,CA,91505,34.155237,-118.333201,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:15:26Z,888-758-4389,,,2022-05-13,,,Public,,,US,,
TBS CHARGERS STATION 03,3000 W Alameda Ave,Burbank,CA,91523,34.15527,-118.33327,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:24:05Z,888-758-4389,,,2022-05-13,,,Public,,,US,,
TBS CHARGERS STATION 04,3000 W Alameda Ave,Burbank,CA,91523,34.15526,-118.33333,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:24:05Z,888-758-4389,,,2022-05-13,,,Public,,,US,,
CTI STATION 2- 2864,1700 Prairie City Rd,Folsom,CA,95630,38.651924,-121.167164,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:59:45Z,888-758-4389,,,2022-05-13,,,Public,,,US,,
CTI STATION 1,1720 Prairie City Rd,Folsom,CA,95630,38.651938,-121.167718,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:59:45Z,888-758-4389,,,2022-05-13,,,Public,,,US,,
"Target T2386 (Atwater, CA)",1000 Commerce Ave,AtWater,CA,95301,37.34246,-120.61014,public,,Electrify America,"['CHADEMO', 'J1772COMBO']",0,0,4,,24 hours daily,2025-10-02,2025-10-02T03:53:04Z,833-632-2778,,,2022-05-13,,,Public,,,US,,
Liberty Station - Tesla Supercharger,2495 Truxtun Road,San Diego,CA,92106,32.737986,-117.216187,public,PARKING_LOT,Tesla,['TESLA'],0,0,12,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z,877-798-3752,P,,2022-05-06,A D Debit M V,,Public,,LD,US,,
Torrey Hills Center - Tesla Supercharger,4639 Carmel Mountain Road,San Diego,CA,92130,32.921308,-117.215126,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,24,,6am-12am daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z,877-798-3752,P,,2022-05-10,A D Debit M V,,Public,,LD,US,,
Kohls Buena Park CA,8191 La Palma Ave,Buena Park,CA,90620,33.848052,-117.989742,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 8:00am-10:00pm; Tue: 8:00am-10:00pm; Wed: 8:00am-10:00pm; Thu: 8:00am-10:00pm; Fri: 8:00am-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-10:00pm,2025-10-02,2025-10-02T03:43:50Z,855-900-7584,,,2022-05-10,,,Public,,LD,US,,
STANFORD – 3215 SRP HUB 1,3215 Porter Dr,Palo Alto,CA,94304,37.409025,-122.147742,public,,ChargePoint Network,['J1772'],0,2,0,,Mon: 6:00am-7:00pm; Tue: 6:00am-7:00pm; Wed: 6:00am-7:00pm; Thu: 6:00am-7:00pm; Fri: 6:00am-7:00pm; Sat: 6:00am-7:00pm; Sun: 6:00am-7:00pm,2025-10-02,2025-10-02T01:57:42Z,888-758-4389,,,2022-05-14,,,Public,,,US,,
STANFORD – 3215 SRP HUB 3,3215 Porter Dr,Palo Alto,CA,94304,37.409018,-122.147756,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:57:42Z,888-758-4389,,,2022-05-14,,,Public,,,US,,
STANFORD – 3215 SRP HUB 2,3215 Porter Dr,Palo Alto,CA,94304,37.409021,-122.147639,public,,ChargePoint Network,['J1772'],0,2,0,,Mon: 6:00am-7:00pm; Tue: 6:00am-7:00pm; Wed: 6:00am-7:00pm; Thu: 6:00am-7:00pm; Fri: 6:00am-7:00pm; Sat: 6:00am-7:00pm; Sun: 6:00am-7:00pm,2025-10-02,2025-10-02T01:57:42Z,888-758-4389,,,2022-05-14,,,Public,,,US,,
"Najah Hi Sahara Oasis (Essex Fenner, CA)",31251 Goffs Rd,Essex Fenner,CA,92332,34.81707,-115.18283,public,,Electrify America,"['CHADEMO', 'J1772COMBO']",0,0,4,,24 hours daily,2025-10-02,2025-10-02T03:52:40Z,833-632-2778,,,2022-05-14,,,Public,,,US,,
ALTABATESSUMMIT PCP GAR 1F-S,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820594,-122.265025,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:50:40Z,888-758-4389,,,2022-05-15,,,TEMPORARILY UNAVAILABLE (Public),,,US,ALTABATESSUMM1,
ALTABATESSUMMIT PCP GAR 2F-S,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820611,-122.26509,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:50:42Z,888-758-4389,,,2022-05-15,,,Public,,,US,ALTABATESSUMM2,
ALTABATESSUMMIT PCP GAR 2F-N,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820585,-122.264982,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:50:43Z,888-758-4389,,,2022-05-15,,,Public,,,US,ALTABATESSUMM3,
ALTABATESSUMMIT PCP GAR 3F-N,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820575,-122.265228,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:50:43Z,888-758-4389,,,2022-05-15,,,Public,,,US,ALTABATESSUMM4,
ALTABATESSUMMIT PCP GAR 4F-S,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820583,-122.265336,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T01:50:43Z,888-758-4389,,,2022-05-15,,,Public,,,US,ALTABATESSUMM5,
[006254] SCSV Oaks Mall,598 W. Hillcrest Dr.,Thousand Oaks,CA,91360,34.186926,-118.888423,public,,Blink Network,['J1772'],0,2,0,Free,24 hours daily,2025-10-02,2025-10-02T00:40:38Z,888-998-2546,,,2022-04-20,,,Public,,,US,,
[016020] SCAN Orange Tustin,1690 N Tustin St,Orange,CA,92867,33.815718,-117.83647,public,,Blink Network,['J1772'],0,2,0,Free,24 hours daily,2025-10-02,2025-10-02T00:40:40Z,888-998-2546,,,2022-04-02,,,Public,,,US,,
[325547] SCSB Yucaipa,33433 Yucaipa Blvd,Yucaipa,CA,92399,34.032846,-117.07559,public,,Blink Network,['J1772'],0,2,0,Free,24 hours daily,2025-10-02,2025-10-02T00:40:41Z,888-998-2546,,,2022-05-13,,,Public,,,US,,
1 CULVER STATION 4,10000 Washington Blvd,Culver City,CA,90232,34.020442,-118.397829,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:18:43Z,888-758-4389,,,2022-05-19,,,Public,,,US,,
ALTABATESSUMMIT PCP GAR 1F-N,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820594,-122.264982,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:27:16Z,888-758-4389,,,2022-05-19,,,Public,,,US,,
IRVINE COMPANY ISC NORDSTROM 1,810 Spectrum Center Dr,Irvine,CA,92618,33.649475,-117.74402,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T01:35:59Z,888-758-4389,,,2022-05-19,,,Public,,,US,Near to entrance,
ALTABATESSUMMIT PCP GAR B1-S,435 Hawthorne Ave PCP Garage,Oakland,CA,94609,37.820585,-122.264939,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:50:40Z,888-758-4389,,,2022-05-19,,,Public,,,US,ALTABATESSUMM7,
LONGOTOYOTA PREOWNED BLDG,3534 N. Peck Rd,El Monte,CA,91731,34.069033,-118.021104,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T02:01:42Z,888-758-4389,,,2022-05-19,,,Public,,,US,East of Service Drive Entrance,
"Daniel & Ana Thompson, The Depot Mall",515 Bell St,Los Alamos,CA,93440,34.74434,-120.27643,public,,Electrify America,"['CHADEMO', 'J1772COMBO']",0,0,4,,24 hours daily,2025-10-02,2025-10-02T03:52:28Z,833-632-2778,,,2022-05-19,,,Public,,,US,,
1065 N Cummings St,1065 N Cummings St,Los Angeles,CA,90033,34.0559881,-118.2074946,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:38Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
301 N Garey St,301 N Garey St,Los Angeles,CA,90012,34.0506284,-118.2344186,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:35Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
2488 N Mission Rd,2488 N Mission Rd,Los Angeles,CA,90031,34.0671168,-118.2036066,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:42Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
655 Alpine St,655 Alpine St,Los Angeles,CA,90012,34.063607,-118.2425698,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:17Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
5242 Kester Ave,5242 Kester Ave,Sherman Oaks,CA,91411,34.1660746,-118.4575124,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:06Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
899-664 Keller St,899-664 Keller St,Los Angeles,CA,90012,34.0539562,-118.2292721,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:03Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
719 Yale St,719 Yale St,Los Angeles,CA,90012,34.0617989,-118.2416241,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:35Z,888-356-8911,,,2022-05-19,,,Public,,,US,,
PF CA MTV DANA,185 E Dana St,Mountain View,CA,94041,37.386156,-122.065531,public,OFFICE_BLDG,POWERFLEX,['J1772'],0,20,0,,24 hours daily,2025-05-12,2025-05-12T16:15:59Z,833-479-7359,P,,2022-05-01,ACCOUNT_BALANCE CREDIT,,Public - Credit card at all times,,LD,US,,
PF CA SAR SAR,12930 Saratoga Ave,Saratoga,CA,95070,37.279935,-122.002284,public,OFFICE_BLDG,POWERFLEX,['J1772'],0,20,0,,24 hours daily,2025-05-12,2025-05-12T16:15:59Z,833-479-7359,P,,2022-05-01,ACCOUNT_BALANCE CREDIT,,Public - Credit card at all times,,LD,US,,
PF CA SAR SAR2,12900 Saratoga Ave,Saratoga,CA,95070,37.279935,-122.002284,public,OFFICE_BLDG,POWERFLEX,['J1772'],0,20,0,,24 hours daily,2025-05-12,2025-05-12T16:15:59Z,833-479-7359,P,,2022-05-01,ACCOUNT_BALANCE CREDIT,,Public - Credit card at all times,,LD,US,,
PF CA SM ALA,2000 Alameda de las Pulgas,San Mateo,CA,94403,37.544712,-122.321287,public,PARKING_LOT,POWERFLEX,['J1772'],0,20,0,,24 hours daily,2025-05-12,2025-05-12T16:15:59Z,833-479-7359,P,,2022-05-01,ACCOUNT_BALANCE CREDIT,,Public - Credit card at all times,,LD,US,,
Willow Creek Maintenance Station,634 Highway 96,Willow Creek,CA,95573,40.9476387028419,-123.636914813245,public,PARKING_LOT,Non-Networked,"['CHADEMO', 'J1772COMBO']",0,0,1,Free,24 hours daily,2024-08-15,2025-09-08T15:23:49Z,888-505-2170,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Humboldt State University - Schatz Energy Research Center,1 Harpst St,Arcata,CA,95521,40.8727748253355,-124.078308315706,public,COLLEGE_CAMPUS,Non-Networked,['J1772'],0,1,0,,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,707-826-4345,P,,2022-05-16,A D Debit M V,,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),,LD,US,,
Shell,14385 Wonderland Blvd,Redding,CA,96003,40.7068880975489,-122.338030356926,public,GAS_STATION,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-212-3601,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Lithia Chevrolet,200 E Cypress Ave,Redding,CA,96002,40.5720265739539,-122.368957252514,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-410-6002,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Tehama County Department of Agriculture,1834 Walnut St,Red Bluff,CA,96080,40.1705589080042,-122.256110359685,public,PARKING_LOT,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-527-4504,P,,2022-05-16,,,Public,,LD,US,,
Diamond Mountain Casino & Hotel,900 Skyline Rd,Susanville,CA,96130,40.4307137074319,-120.65772719607,public,HOTEL,Non-Networked,['TESLA'],0,2,0,,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-252-1100,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Susanville Ford,704-485 Richmond Rd E,Susanville,CA,96130,40.3803676504985,-120.592777163327,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-802-2513,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
City of Chico Municipal Center,411 Main St,Chico,CA,95928,39.7299444993716,-121.836988426134,public,MUNI_GOV,Non-Networked,['J1772'],0,12,0,$0.20 per kWh,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-879-6900,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Wittmeier Lincoln,2288 Forest Ave,Chico,CA,95928,39.7207081267435,-121.803371037273,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,Internal use only,2024-08-15,2025-02-12T00:16:32Z,,P,,2022-05-16,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Butte County Association of Governments,326 Huss Ln,Chico,CA,95928,39.7051121188323,-121.820755015723,public,PARKING_LOT,Non-Networked,['J1772'],0,4,0,,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,530-809-4616,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Colfax Amtrak Station,99 Railroad St,Colfax,CA,95713,39.0990951414768,-120.953172691102,public,PARKING_LOT,Non-Networked,['J1772'],0,1,0,,24 hours daily,2024-09-12,2025-02-12T00:16:32Z,,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Georgetown Library,6680 Orleans St,Georgetown,CA,95634,38.9063952425984,-120.837389553325,public,LIBRARY,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2023-09-14,2024-01-31T22:07:01Z,530-333-4724,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Gold Rush Chevrolet,570 Grass Valley Hwy,Auburn,CA,95603,38.9112026481987,-121.076777824979,public,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,530-885-0471,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Placer County Risk Management,145 Fulweiler Ave,Auburn,CA,95603,38.9052315313871,-121.081393258833,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,530-886-2600,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Loomis Station (Historia Train Station),5775 Horseshoe Bar Rd,Loomis,CA,95650,38.8218572447389,-121.193672188846,public,PARKING_LOT,Non-Networked,['J1772'],0,4,0,,8am-5pm daily,2024-07-11,2025-02-12T00:16:32Z,916-652-1840,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Mercedes-Benz of Rocklin,4747 Granite Dr,Rocklin,CA,95677,38.792101117536,-121.220740102852,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,8am-5pm daily; customer use only,2024-07-11,2025-02-12T00:16:32Z,916-741-4233,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Rocklin City Hall,3970 Rocklin Rd,Rocklin,CA,95677,38.7896318561129,-121.234638451389,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,8am-5pm daily,2024-07-11,2025-02-12T00:16:32Z,,P,,2022-05-16,A D Debit M V,,Private - Credit card at all times,,LD,US,,
CarMax,1450 Eureka Rd,Roseville,CA,95661,38.7532693359299,-121.253206778315,private,CAR_DEALER,Non-Networked,['J1772'],0,2,0,,24 hours daily; for their vehicles only,2024-07-11,2025-02-12T00:16:32Z,,P,,2022-05-16,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Future Ford Lincoln of Roseville,650 Automall Dr,Roseville,CA,95661,38.7526133643311,-121.257022115822,public,CAR_DEALER,Non-Networked,['J1772'],0,4,0,,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,888-656-7577,P,,2022-05-16,A D Debit M V,,Public - Credit card at all times,,LD,US,,
AutoNation Chrysler Dodge Jeep Ram,200 Automall Dr,Roseville,CA,95661,38.7506370948821,-121.261124247817,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; not available for customers - dealership use only,2024-07-11,2025-02-12T00:16:32Z,,P,,2022-05-16,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Roseville Hyundai,200 N Sunrise Ave,Roseville,CA,95661,38.7500180945708,-121.265235790346,private,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,,P,,2022-05-16,A D Debit M V,,Private - Credit card at all times,,LD,US,,
Granite Bay Main Beach Parking Lot,Park Rd,Granite Bay,CA,95746,38.7556244874268,-121.148742068099,public,PARKING_LOT,Non-Networked,['J1772'],0,2,0,,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,916-988-0205,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Folsom Lake College,10 College Pkwy,Folsom,CA,95630,38.6604794573504,-121.128011833307,public,PARKING_LOT,Non-Networked,['J1772'],0,6,0,Purchase a daily parking pass,24 hours daily,2024-07-11,2025-02-12T00:16:32Z,,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Mercedes-Benz of El Dorado Hills,1000 Mercedes Ln,El Dorado Hills,CA,95762,38.6536330252966,-121.064934940646,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,,24 hours daily; for service use and customers only,2024-09-12,2025-02-12T00:16:32Z,916-741-4253,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
El Dorado County Sheriff's Office,200 Industrial Dr,Placerville,CA,95667,38.6986059132587,-120.828384044519,public,PARKING_LOT,Non-Networked,['J1772'],0,5,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,530-621-5655,LG,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Sierra Vista Vineyards & Winery,4560 Cabernet Way,Placerville,CA,95667,38.6776507096442,-120.696109291486,public,BREWERY_DISTILLERY_WINERY,Non-Networked,['J1772'],0,4,0,Free,24 hours daily; customers only,2024-08-15,2025-02-12T00:16:32Z,530-622-7221,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Bumgarner Winery,7380 Vineyard View Dr,Fair Play,CA,95684,38.6062421009365,-120.639411683582,public,BREWERY_DISTILLERY_WINERY,Non-Networked,['J1772'],0,1,0,,24 hours daily; customers only,2024-08-15,2025-02-12T00:16:32Z,530-957-7495,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Kehret Vineyards,6781 Tower Rd,Somerset,CA,95684,38.5751786953079,-120.726169981552,public,BREWERY_DISTILLERY_WINERY,Non-Networked,['J1772'],0,2,0,,24 hours daily,2024-10-11,2025-02-12T00:16:32Z,530-620-8609,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Sierra-at-Tahoe Resort,1111 Sierra-At-Tahoe Rd,Twin Bridges,CA,95735,38.8004063703402,-120.08263827731,public,HOTEL,Non-Networked,['TESLA'],0,2,0,,Resort business hours,2024-08-15,2025-02-12T00:16:32Z,530-659-7453,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
Explorer Cabins at Tenaya Lodge at Yosemite,1152 CA-41,Fish Camp,CA,93623,37.4771444007344,-119.636084518784,public,CAMPGROUND,Non-Networked,['J1772'],0,2,0,Free,24 hours daily; guests only,2024-08-15,2025-02-12T00:16:32Z,888-514-2167,P,,2022-05-18,A D Debit M V,,Public - Credit card at all times,,LD,US,,
The Commons at Calabasas - Tesla Supercharger,4799 Commons Way,Calabasas,CA,91302,34.154454,-118.645453,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,20,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z,877-798-3752,P,,2022-05-14,A D Debit M V,,Public,,LD,US,,
Marketplace Long Beach - Tesla Supercharger,6521  Pacific Coast Hwy,Long Beach,CA,90803,33.757516,-118.107482,public,SHOPPING_CENTER,Tesla,['TESLA'],0,0,20,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z,877-798-3752,P,,2022-05-17,A D Debit M V,,Public,,LD,US,,
East Towne Center Parking Garage - Tesla Supercharger,371 Town Center East,Santa Maria,CA,93454,34.952835,-120.434694,public,PARKING_GARAGE,Tesla,['TESLA'],0,0,20,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,2024-07-01,2025-02-12T00:16:32Z,877-798-3752,P,,2022-05-18,A D Debit M V,,Public,,LD,US,,
Kohls Department Stores 14960 Summit Ave,14960 Summit Ave,Fontana,CA,92336,34.149045,-117.477837,public,,SHELL_RECHARGE,['J1772'],0,1,0,,Mon: 8:00am-10:00pm; Tue: 8:00am-10:00pm; Wed: 8:00am-10:00pm; Thu: 8:00am-10:00pm; Fri: 8:00am-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-10:00pm,2025-10-02,2025-10-02T03:43:50Z,855-900-7584,,,2022-05-16,,,Public,,LD,US,,
WorldMark by Wyndham - Angels Camp,123 Selkirk Ranch Road,Angels Camp,CA,95222,38.0703582,-120.5534091,public,,Blink Network,['J1772'],0,2,0,$2.00/Hr Parking Fee,24 hours daily,2025-10-02,2025-10-02T00:30:38Z,888-998-2546,,,2022-04-21,,,Public,,,US,,
Elk Grove Subaru,8581 Laguna Grove Drive,Elk Grove,CA,95757,38.402969,-121.387589,public,,Blink Network,['J1772'],0,1,0,Free,24 hours daily,2025-10-02,2025-10-02T00:10:25Z,888-998-2546,,,2022-05-20,,,Public,,,US,,
STANFORD THO GW-B,740 Serra St,Stanford,CA,94305,37.428038,-122.1563,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:17:35Z,888-758-4389,,,2022-05-21,,,Public,,,US,Parking garage LL1,
STANFORD THO GW-A,740 Serra St,Stanford,CA,94305,37.427876,-122.156493,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:17:35Z,888-758-4389,,,2022-05-21,,,Public,,,US,Parking garage LL1,
MIDTOWN LA MIDTOWN DC,4550 W Pico Blvd,Los Angeles,CA,90019,34.047397,-118.336113,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-10-02,2025-10-02T01:21:27Z,888-758-4389,,,2022-05-21,,,Public,,,US,"2nd Fl, P2, along South Wall, Entrance off Venice Blvd.",
MBV CT4023 #1 MBV CPE250,23355 Valencia Blvd,Santa Clarita,CA,91355,34.421973,-118.547668,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-10-02,2025-10-02T02:02:05Z,888-758-4389,,,2022-05-21,,,Public,,,US,,
"Regency Westlake Plaza (Westlake Village, CA)",2725-2785 Agoura Rd,Westlake Village,CA,91361,34.15231,-118.82629,public,,Electrify America,['J1772COMBO'],0,0,4,,24 hours daily,2025-10-02,2025-10-02T03:51:48Z,833-632-2778,,,2022-05-21,,,Public,,,US,,
6658 Woodman Ave,6658 Woodman Ave,Los Angeles,CA,91401,34.192003,-118.431145,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:03Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
2914 W 8th St,2914 W 8th St,Los Angeles,CA,90005,34.057639,-118.2895785,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:15Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
1421 N Main St,1421 N Main St,Los Angeles,CA,90012,34.0653368,-118.230569,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:04Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
9310 Mason Ave,9310 Mason Ave,Los Angeles,CA,91311,34.2399404,-118.5796936,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:53Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
13948 Moorpark St,13948 Moorpark St,Los Angeles,CA,91423,34.1502537,-118.4371329,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:37Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
549 Clara St,549 Clara St,Los Angeles,CA,90012,34.0571159,-118.2321089,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:06Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
1461 Tamarind Ave,1461 Tamarind Ave,Los Angeles,CA,90028,34.0973665,-118.3189927,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:57:12Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
4455 Hazeltine Ave,4455 Hazeltine Ave,Los Angeles,CA,91423,34.1518432,-118.4400587,public,,FLO,['J1772'],0,1,0,,24 hours daily,2025-10-02,2025-10-02T04:56:54Z,888-356-8911,,,2022-05-21,,,Public,,,US,,
CENTERVIEW MP STATION 02,1970 Main St,Irvine,CA,92614,33.684138,-117.852643,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T00:55:03Z,888-758-4389,,,2022-05-24,,,Public,,,US,"Parking Rates Apply: Stations are on the ground floor, please follow the signs",
CENTERVIEW MP STATION 01,1970 Main St,Irvine,CA,92614,33.684138,-117.852654,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T00:55:13Z,888-758-4389,,,2022-05-24,,,Public,,,US,"Parking Rates Apply: Stations are on the ground floor, please follow the signs",
100 HAMILTON VILYA,100 Hamilton Ave,Palo Alto,CA,94301,37.442628,-122.162149,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:03:15Z,888-758-4389,,,2022-05-24,,,Public,,,US,"Parking Garage, 1st Floor",
