station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at
IRVINE  CO  OFC MACARTHUR CT 05,4675 MacArthur Ct,Newport Beach,CA,92660,33.670164,-117.860646,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:37Z
IRVINE  CO  OFC MACARTHUR CT 03,4675 MacArthur Ct,Newport Beach,CA,92660,33.670145,-117.860753,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:01Z
IRVINE  CO  OFC MACARTHUR CT 01,4675 MacArthur Ct,Newport Beach,CA,92660,33.670111,-117.860782,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:47:59Z
PUBLIC CITY HALL 2,401 Grove St,Healdsburg,CA,95448,38.612704,-122.873759,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:32Z
PUBLIC CITY HALL 1,401 Grove St,Healdsburg,CA,95448,38.612699,-122.873789,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:28Z
IRVINE  CO  OFC 1400 NCD 01,1400 Newport Center Dr,Newport Beach,CA,92660,33.609698,-117.880096,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:19Z
IRVINE  CO  OFC IRV TWRS PH3 02,18050 Von Karman Ave,Irvine,CA,92612,33.677467,-117.84927,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:53:06Z
IRVINE  CO  OFC IRV TWRS PH1 07,18300 Von Karman Ave,Irvine,CA,92612,33.676855,-117.850146,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:46Z
ESSEX MISSION BAY 2,1200 4th Street,San Francisco,CA,94158,37.773038,-122.391581,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:53:06Z
ESSEX MISSION BAY 1,1200 4th St,San Francisco,CA,94158,37.773066,-122.391581,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:47Z
STANFORD STATION 8 PS-5,340 Oak Rd,Stanford,CA,94305,37.43171,-122.182838,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:00Z
STANFORD STATION 5 PS-5,340 Oak Rd,Stanford,CA,94305,37.43174,-122.182838,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:00Z
STANFORD STATION 6 PS-5,340 Oak Rd,Stanford,CA,94305,37.431757,-122.182851,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:59Z
STANFORD STATION 4 PS-5,340 Oak Rd,Stanford,CA,94305,37.431752,-122.182865,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:23Z
16633 VENTURA STATION 1,16633 Ventura Blvd,Los Angeles,CA,91436,34.158363,-118.495363,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:29Z
CENTRAL PARK STATION 1,3500 W Olive Ave,Burbank,CA,91505,34.152398,-118.33801,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:08Z
IRVINE  CO  OFC ONE LJC 01,4655 Executive Dr,San Diego,CA,92121,32.876052,-117.205827,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:39Z
IRVINE  CO  OFC ONE LJC 03,4655 Executive Dr,San Diego,CA,92121,32.876107,-117.205828,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:38Z
IRVINE  CO  OFC ONE LJC 05,4655 Executive Dr,San Diego,CA,92121,32.876126,-117.205772,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:51:50Z
IRVINE  CO  OFC ONE LJC 04,4655 Executive Dr,San Diego,CA,92121,32.876124,-117.205829,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:51:51Z
CALPOLY LOT H2 EV1,University Dr,San Luis Obispo,CA,93405,35.302666,-120.663519,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:35Z
CALPOLY LOT H2 EV2,University Dr,San Luis Obispo,CA,93405,35.302596,-120.663502,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:35Z
CALPOLY LOT H2 EV3,University Dr,San Luis Obispo,CA,93405,35.302553,-120.663488,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:01Z
CNTYOFRIVERSIDE INDIO PKG 2NDFL,82757 Plaza Ave,Indio,CA,92201,33.712757,-116.21767,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:52:22Z
BLUE_GREEN_PRKG BLUE GREEN #1,8687 Melrose Ave,West Hollywood,CA,90069,34.083081,-118.381804,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:45Z
DGS KETTNER 2,715 W Cedar St,San Diego,CA,92101,32.721833,-117.169646,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:28Z
THE GAS CO TWR GAS CO TWR 5-6,555 W 5th St,Los Angeles,CA,90013,34.050021,-118.253362,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:56Z
THE GAS CO TWR GAS CO TWR 3-4,555 W 5th St,Los Angeles,CA,90013,34.05004,-118.253351,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:30Z
IRVINE  CO  OFC 5 PARK PLAZA 01,5 Park Plaza,Irvine,CA,92614,33.67639,-117.837311,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:51:51Z
IRVINE  CO  OFC 5 PARK PLAZA 03,5 Park Plaza,Irvine,CA,92614,33.676118,-117.837958,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:38Z
UCSF CAMPUS MBHOSPITAL EV8,1835 Owens St,San Francisco,CA,94158,37.76813,-122.394116,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:16Z
UCSF CAMPUS MBHOSPITAL EV7,1835 Owens St,San Francisco,CA,94158,37.76813,-122.394148,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:16Z
UCSF CAMPUS MBHOSPITAL EV3,1835 Owens St,San Francisco,CA,94158,37.76812,-122.394273,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:14Z
UCSF CAMPUS MBHOSPITAL EV4,1835 Owens St,San Francisco,CA,94158,37.768121,-122.394246,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:14Z
UCSF CAMPUS MBHOSPITAL EV6,1835 Owens St,San Francisco,CA,94158,37.768128,-122.394181,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:14Z
UCSF CAMPUS MBHOSPITAL EV1,1835 Owens St,San Francisco,CA,94158,37.768114,-122.394341,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:01Z
UCSF CAMPUS MBHOSPITAL EV2,1835 Owens St,San Francisco,CA,94158,37.76812,-122.394307,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:14Z
5757 WILSHIRE EV STATION,5757 Wilshire Blvd,Los Angeles,CA,90036,34.063865,-118.353459,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:29Z
WHITTIER CAMPUS LOT #5 EAST-21,16200 Amber Valley Dr,Whittier,CA,90604,33.924558,-117.982846,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:22Z
WHITTIER CAMPUS LOT #5 WEST 1,16200 Amber Valley Dr,Whittier,CA,90604,33.924544,-117.981689,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:22Z
WHITTIER CAMPUS LOT #1 - ST-2,16200 Amber Valley Dr,Whittier,CA,90604,33.924205,-117.984401,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:22Z
WHITTIER CAMPUS LOT #1 - ST 1,16200 Amber Valley Dr,Whittier,CA,90604,33.92422,-117.9844,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:23Z
SANTA CLARA U. LOYOLA HALL LT3,425 El Camino Real,Santa Clara,CA,95050,37.346467,-121.93263,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:10Z
RCEA EV NETWORK BL RANCHERIA 4,777 Casino Way,Blue Lake,CA,95525,40.883443,-123.998332,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T01:35:02Z
RCEA EV NETWORK BL RANCHERIA 2,428 Chartin Rd,Blue Lake,CA,95525,40.884778,-123.99853,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:21Z
RCEA EV NETWORK BL RANCHERIA 1,428 Chartin Rd,Blue Lake,CA,95525,40.884819,-123.998552,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:51:09Z
IRVINE  CO  OFC 9 EXEC CIR 01,9 Executive Cir,Irvine,CA,92614,33.688623,-117.863996,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:51:06Z
GATEWAY PLAZA STATION 2,300 N Lake Ave,Pasadena,CA,91101,34.150848,-118.131992,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:39Z
CITYOFPETALUMA COMMUNITYCTR 2,320 N McDowell Blvd,Petaluma,CA,94954,38.252524,-122.630686,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:46Z
1888 CPE STATION 01,1888 Century Park E,Los Angeles,CA,90067,34.061156,-118.413443,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:53Z
MOORPARK STATION 06,Moorpark Coll,Moorpark,CA,93021,34.297853,-118.836542,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:58Z
MOORPARK STATION 04,Moorpark Coll,Moorpark,CA,93021,34.298981,-118.837777,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:58Z
MOORPARK STATION 02,Moorpark Coll,Moorpark,CA,93021,34.298287,-118.837125,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:58Z
MOORPARK STATION 01,Moorpark Coll,Moorpark,CA,93021,34.298294,-118.837116,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:23Z
MOORPARK STATION 03,Moorpark Coll,Moorpark,CA,93021,34.2993,-118.838463,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:34Z
VC GOV CENTER  NOT WORKING,800 S Victoria Ave Parking Lot Brown E-2,Ventura,CA,93009,34.268343,-119.210159,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:41Z
VC GOV CENTER PUBLIC CHARGER,John F. Johnston Dr NE Corner of Govt Center,Ventura,CA,93003,34.270653,-119.208627,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:26Z
SAN LEANDRO PARKINGGARAGE02,120 Estudillo Ave,San Leandro,CA,94577,37.725318,-122.155552,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:41Z
IRVINE  CO  OFC UCIRP 5290 01,5290 California Ave,Irvine,CA,92617,33.637233,-117.84826,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:50:28Z
CITYOFPETALUMA CITY HALL WEST2,11 English St,Petaluma,CA,94952,38.231377,-122.64457,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:46Z
IRVINE  CO  OFC 4770 EASTGATE 3,4770 Eastgate Mall,San Diego,CA,92121,32.881604,-117.205093,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:32Z
IRVINE  CO  OFC 4770 EASTGATE 1,4770 Eastgate Mall,San Diego,CA,92121,32.881628,-117.204995,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:48Z
CITY OF VENTURA 901 KIMBALL RD1,901 S Kimball Rd,Ventura,CA,93004,34.27124,-119.192052,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:53Z
MARE ISLAND MARE ISLAND #3,1080 Nimitz Ave,Vallejo,CA,94592,38.099843,-122.270148,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:35Z
PPH PPH 01&02,1717s Disneyland Dr,Anaheim,CA,92805,33.806317,-117.925275,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:40Z
APOLLO PARK PLACE 3,2135-2141 Park Pl,El Segundo,CA,90245,33.905363,-118.387085,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:16Z
725-777 S. FIG LVL 7 SEC C 3-4,945 W. 8th Street,Los Angeles,CA,90017,34.049494,-118.26218,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:56Z
IRVINE  CO  OFC WWG SOUTH L1 04,11100 Santa Monica Blvd,Los Angeles,CA,90025,34.045644,-118.444252,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:56:45Z
IRVINE  CO  OFC WWG SOUTH L1 01,11100 Santa Monica Blvd,Los Angeles,CA,90025,34.045708,-118.444497,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:31Z
ACWD STATIONS ACWD STATION 1,43885 S Grimmer Blvd,Fremont,CA,94538,37.505841,-121.960684,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:50:19Z
ACWD STATIONS ACWD STATION 2,43885 S Grimmer Blvd,Fremont,CA,94538,37.505885,-121.960737,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:50:17Z
PALO ALTO CA WEBSTER #1,520 Webster St,Palo Alto,CA,94301,37.448283,-122.158269,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:52Z
SAN MATEO CNTY PS1 PUBLIC #1E,440 Middlefield Rd CC PS1,Redwood City,CA,94063,37.489522,-122.229878,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:12Z
SKYWALKER EV4,Skywalker Ranch Rd,Nicasio,CA,94946,38.065207,-122.646028,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:48Z
SKYWALKER EV2,Skywalker Ranch Rd,Nicasio,CA,94946,38.065166,-122.645934,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:46Z
SKYWALKER EV3,Skywalker Ranch Rd,Nicasio,CA,94946,38.065186,-122.645977,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:45Z
6080 CENTER DR HHC1-6080,6080 Center Dr,Los Angeles,CA,90045,33.976769,-118.391669,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:37Z
GWC GWC 1A,15744 Goldenwest St,Huntington Beach,CA,92647,33.73615,-118.005365,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:10Z
GWC GWC 1C,15744 Goldenwest St,Huntington Beach,CA,92647,33.73623,-118.005365,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:50:03Z
NVTA STATION 01,625 Burnell St Rear of building - Back lot,Napa,CA,94559,38.29757,-122.28022,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:49Z
PLATFORM BUILDING B-2,8850 Washington Blvd,Culver City,CA,90232,34.026671,-118.388092,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:58Z
PLATFORM BUILDING B-4,8850 Washington Blvd,Culver City,CA,90232,34.026653,-118.388253,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:45Z
PLATFORM BUILDING B,8850 Washington Blvd,Culver City,CA,90232,34.027109,-118.388051,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:38Z
PLATFORM BUILDING B-6,8850 Washington Blvd,Culver City,CA,90232,34.027042,-118.387158,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:44Z
META MPK26-06,180 Jefferson Dr,Menlo Park,CA,94025,37.480861,-122.170872,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:58Z
META MPK26-02,180 Jefferson Dr,Menlo Park,CA,94025,37.48093,-122.171037,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:47Z
LINCOLN PROPERY STATION 05,21255 Burbank Blvd,Los Angeles,CA,91367,34.174314,-118.594147,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:58Z
LINCOLN PROPERY STATION 03,21255 Burbank Blvd,Los Angeles,CA,91367,34.174368,-118.594069,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:47Z
POMONA COLLEGE SCPS L1 #5,295 E 1st St,Claremont,CA,91711,34.096004,-117.710152,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:45Z
POMONA COLLEGE SCPS L1 #4,295 E 1st St,Claremont,CA,91711,34.096005,-117.710324,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:53Z
SNG-18 500R STATION 04,500 R St,Sacramento,CA,95811,38.572711,-121.503365,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:45Z
SNG-18 2NDSTALLMAIN,500 R St,Sacramento,CA,95811,38.572715,-121.50329,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:40Z
IRVINE  CO  OFC 150 SPECTRUM 01,150 Spectrum Center Dr,Irvine,CA,92618,33.649841,-117.747473,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:33Z
OCC OCC 1B,2701 Fairview Rd.,Costa Mesa,CA,92626,33.674391,-117.911948,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:14Z
OCC OCC 2B,2701 Fairview Rd,Costa Mesa,CA,92626,33.667882,-117.910145,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:13Z
OCC OCC 3B,2701 Fairview Rd,Costa Mesa,CA,92626,33.668196,-117.913439,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:12Z
OCC OCC 2A,2701 Fairview Rd,Costa Mesa,CA,92626,33.667983,-117.910176,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:11Z
OCC OCC 1A,2701 Fairview Rd.,Costa Mesa,CA,92626,33.674396,-117.912037,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:48Z
IRVINE  CO  OFC 101 W BROAD 02,101 W Broadway,San Diego,CA,92101,32.714934,-117.164121,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:33Z
COVINA EV METRO 1,559 N Citrus Ave,Covina,CA,91723,34.09169,-117.892032,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:39Z
PLEASANT HILL DPH GARAGE B,160 Crescent Dr,Pleasant Hill,CA,94523,37.944202,-122.061505,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:27Z
PARK PLACE PS6 STATION 3,3323 Michelson Dr,Irvine,CA,92612,33.671088,-117.842308,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:28Z
PARK PLACE PS6 STATION 4,3323 Michelson Dr,Irvine,CA,92612,33.671075,-117.842309,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:28Z
PARK PLACE PS6 STATION 1,3323 Michelson Dr,Irvine,CA,92612,33.671119,-117.842305,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:27Z
CIM STATION 3,351 S. Olive St.,Los Angeles,CA,90071,34.051269,-118.25134,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:40Z
CIM STATION 2,351 S. Olive St.,Los Angeles,CA,90071,34.051298,-118.251299,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:37Z
PCI EV STATIONS EVS1,5900 Wilshire Blvd,Los Angeles,CA,90036,34.062028,-118.358075,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:34Z
IRVINE  CO  OFC 2 PARK PLAZA 02,2 Park Plaza,Irvine,CA,92614,33.679659,-117.838702,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:32Z
IRVINE  CO  OFC 2 PARK PLAZA 03,2 Park Plaza,Irvine,CA,92614,33.679699,-117.838684,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:30Z
ARES PROPERTY SYMPHONY TWR02,750 B St,San Diego,CA,92101,32.718115,-117.157797,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:49:26Z
ARES PROPERTY SYMPHONY TWR03,750 B St,San Diego,CA,92101,32.718115,-117.157797,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:07Z
SAN JOSE SJEIC3,1608 Las Plumas Ave,San Jose,CA,95133,37.360085,-121.868369,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:00Z
SAN JOSE SJEIC1,1608 Las Plumas Ave,San Jose,CA,95133,37.360154,-121.868444,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:59Z
SCRIPPS HEALTH ENC STR 3B,354 Santa Fe Dr,Encinitas,CA,92024,33.038425,-117.284583,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:06Z
TERRANEA1 ALPHA,100 Terranea Way,Rancho Palos Verdes,CA,90275,33.739188,-118.397253,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:11Z
IRVINE  CO  OFC 670 NCD 05,670 Newport Center Dr,Newport Beach,CA,92660,33.619782,-117.874448,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:04Z
CSU FULLERTON DCFC 02,800 N State College Blvd,Fullerton,CA,92831,33.879447,-117.883174,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T01:20:54Z
CSU FULLERTON SGMH LOT 01,800 N. State College Blvd.,Fullerton,CA,92831,33.879502,-117.883163,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:49:02Z
ORACLE RWSHORE 420 GARAGE-001,400 Oracle Pkwy,Redwood City,CA,94065,37.531363,-122.263745,public,,ChargePoint Network,['J1772'],0,2,0,,Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,2025-08-28,2025-08-28T00:48:47Z
ORACLE RWSHORE 220 GARAGE-001,200 Oracle Pkwy,Redwood City,CA,94065,37.530649,-122.265639,public,,ChargePoint Network,['J1772'],0,2,0,,Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,2025-08-28,2025-08-28T00:48:51Z
BMW HANSEL STATION 01,2925 Corby Ave,Santa Rosa,CA,95407,38.406246,-122.716763,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:40Z
ORACLE RWSHORE 320 GARAGE-001,300 Oracle Pkwy,Redwood City,CA,94065,37.531059,-122.264657,public,,ChargePoint Network,['J1772'],0,2,0,,Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,2025-08-28,2025-08-28T00:48:41Z
SIERRA COLLEGE ROCKLIN #1,5100 Sierra College Blvd.,Rocklin,CA,95677,38.789043,-121.215709,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:38Z
IRVINE  CO  OFC EXEC SQ 4225 02,4225 Executive Square,San Diego,CA,92037,32.874369,-117.215815,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:10Z
IRVINE  CO  OFC EXEC SQ 4225 01,4225 Executive Square,San Diego,CA,92037,32.87433,-117.215824,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:48:39Z
IRVINE  CO  OFC DBC 43DISCVRY 2,43 Discovery,Irvine,CA,92618,33.666819,-117.757567,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:26Z
IRVINE  CO  OFC DBC 6531 ICD 02,6531 Irvine Center Dr,Irvine,CA,92618,33.670393,-117.762843,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:21Z
133 PROMENADE 133 PROMENADE#3,133 The Promenade N,Long Beach,CA,90802,33.7687,-118.191402,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:26Z
133 PROMENADE 133 PROMENADE#2,133 The Promenade N,Long Beach,CA,90802,33.768707,-118.191458,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:23Z
WALNUT CREEK BROADWAY 7-8,1390 N Broadway,Walnut Creek,CA,94596,37.899114,-122.059134,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:48:15Z
